1473791278, 150093
1473791278, 150504
1473791283, 187191
1473791283, 186486
1473791288, 237033
1473791288, 237033
1473791293, 286522
1473791293, 286504
1473791298, 330122
1473791298, 330122
1473791303, 463978
1473791303, 463978
1473791308, 499190
1473791308, 503820
1473791313, 545574
1473791313, 545543
1473791318, 583644
1473791318, 583646
1473791323, 631740
1473791323, 631740
1473791328, 769562
1473791328, 769562
1473791333, 808969
1473791333, 808997
1473791338, 840068
1473791338, 840413
1473791343, 883541
1473791343, 883541
1473791348, 915935
1473791348, 918149
1473791353, 955844
1473791353, 955863
1473791358, 993848
1473791358, 993849
1473791364, 37766
1473791364, 37317
1473791369, 75887
1473791369, 75886
1473791374, 119053
1473791374, 119053
1473791379, 161369
1473791379, 161367
1473791384, 197652
1473791384, 197655
1473791389, 322267
1473791389, 322264
1473791394, 365756
1473791394, 365746
1473791399, 402592
1473791399, 402609
1473791404, 439838
1473791404, 439837
1473791409, 482327
1473791409, 482643
1473791414, 518096
1473791414, 518095
1473791419, 554145
1473791419, 558069
1473791424, 739030
1473791424, 740502
1473791429, 779384
1473791429, 779451
1473791434, 819479
1473791434, 820351
1473791439, 857256
1473791439, 857279
1473791444, 891372
1473791444, 891374
1473791449, 934877
1473791449, 934876
1473791454, 978130
1473791454, 981399
1473791460, 21201
1473791460, 23039
1473791465, 59852
1473791465, 59852
1473791470, 102408
1473791470, 102408
1473791475, 150088
1473791475, 152216
1473791480, 190414
1473791480, 192802
1473791485, 333514
1473791485, 333514
1473791490, 374217
1473791490, 374217
1473791495, 421391
1473791495, 424324
1473791500, 468580
1473791500, 468582
1473791505, 508267
1473791505, 510947
1473791510, 558089
1473791510, 558090
1473791515, 598210
1473791515, 598212
1473791520, 633467
1473791520, 636631
1473791525, 678948
1473791525, 678946
1473791530, 708514
1473791530, 710705
1473791535, 836012
1473791535, 836008
1473791540, 872215
1473791540, 872210
1473791545, 906916
1473791545, 906881
1473791550, 950978
1473791550, 950887
1473791555, 997942
1473791555, 997941
1473791561, 37513
1473791561, 37510
1473791566, 188714
1473791566, 189881
1473791571, 219805
1473791571, 224008
1473791576, 266144
1473791576, 266144
1473791581, 302497
1473791581, 302501
1473791586, 336458
1473791586, 336457
1473791591, 364328
1473791591, 365399
1473791596, 397504
1473791596, 401040
1473791601, 433338
1473791601, 435119
1473791606, 475198
1473791606, 475196
1473791611, 522425
1473791611, 524598
1473791616, 663056
1473791616, 666856
1473791621, 701737
1473791621, 703570
1473791626, 750137
1473791626, 750240
1473791631, 792008
1473791631, 792008
1473791636, 928237
1473791636, 928238
1473791641, 977335
1473791641, 977335
1473791647, 24571
1473791647, 28615
1473791652, 80851
1473791652, 80838
1473791657, 130876
1473791657, 131094
1473791662, 178866
1473791662, 178926
1473791667, 246183
1473791667, 247498
1473791672, 281717
1473791672, 283651
1473791677, 318278
1473791677, 318331
1473791682, 359696
1473791682, 359696
1473791687, 404127
1473791687, 404136
1473791692, 450237
1473791692, 450165
1473791697, 500219
1473791697, 500108
1473791702, 554825
1473791702, 554823
1473791707, 616137
1473791707, 616130
1473791712, 660305
1473791712, 660264
1473791717, 704196
1473791717, 705387
1473791722, 750396
1473791722, 750502
1473791727, 803622
1473791727, 803527
1473791732, 850146
1473791732, 850118
1473791737, 894103
1473791737, 894046
1473791742, 942975
1473791742, 944096
1473791747, 984287
1473791747, 984278
1473791753, 30772
1473791753, 30709
1473791758, 280786
1473791758, 282592
1473791763, 328762
1473791763, 328673
1473791768, 374010
1473791768, 373989
1473791773, 613662
1473791773, 615701
1473791778, 658102
1473791778, 658400
